"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","TAVG","TMAX","TMIN"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2019-07-07","0.00","87","94","77"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2019-07-08","0.00","88","94","76"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2019-07-09","0.00","82","92",
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2019-07-11","1.02","83","92",
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2019-07-14","0.00","84",,"74"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2019-07-15","0.08","82","88","75"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2019-07-16","0.20","85","91","76"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2019-07-17","0.00","82","88","78"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2019-07-18","0.20","80","85","76"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2019-07-19","0.23","83","86","74"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2019-07-21","0.01","83","89","78"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2019-07-22","0.01","83","88","77"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2019-07-23","0.00","83",,"77"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2019-07-24","0.00","85",,"77"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2019-07-25","0.13","82","88","76"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2019-07-27","0.03","85","89","74"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2019-07-28","0.00","84","89","76"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2019-07-29","0.00","83","90","75"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2019-07-30","0.00","85","92","76"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2019-07-31","0.00","85",,"77"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2019-08-01","0.00","85","91","77"
